account	studentcode	gender	yearofbirth	grade	type
B79593	46067626	男	1994	2011	本科
B79594	55101128	男	1996	2014	本科
B79598	13057688	男	1995	2013	本科
B79604	27024627	女	1995	2013	本科
B79624	33126746	男	1989	2013	硕士
B79632	53057041	女	1995	2013	本科
B79634	62065951	男	1996	2014	本科
B79637	43081554	男	1996	2014	本科
B79639	12105224	男	1996	2014	本科
B79640	28128579	男	1990	2013	硕士
B79642	73104069	男	1996	2014	本科
B79644	92019756	男	1996	2014	本科
B79647	52050776	男	1995	2014	本科
B79650	49065280	男	1994	2013	本科
B79651	67057241	男	1996	2014	本科
B79652	18066504	男	1995	2014	本科
B79654	57058204	男	1995	2013	本科
B79669	89011644	男	1995	2014	本科
B79676	75057139	男	1995	2013	本科
B79695	74066199	女	1996	2014	本科
B79697	86066364	女	1995	2014	本科
B79698	28107488	女	1997	2014	本科
B79706	17052717	女	1995	2013	本科
B79711	94070510	女	1993	2011	本科
B79713	16056952	男	1995	2013	本科
B79718	24114898	男	1973	2014	博士
B79719	25034425	男	1995	2013	本科
B79724	99051538	女	1995	2014	本科
B79728	14056017	男	1993	2013	本科
B79737	97054517	男	1994	2012	本科
B79738	57003070	男	1993	2011	本科
B79745	93064207	女	1996	2014	本科
B79752	38054427	男	1994	2013	本科
B79753	42103301	男	1995	2013	本科
BA5725	35183619	男	1984	2010	博士
BA8191	79161324	男	1990	2012	硕士
BA8351	16114113	女	1989	2012	硕士
BA8355	76179330	男	1989	2012	硕士
BAB138	68062569	男	1993	2011	本科
BB4307	68037343	男	1993	2009	本科
BB5879	25001583	女	1991	2010	本科
BB8339	34140296	男	1987	2012	硕士
BB8353	96118997	男	1987	2012	硕士
BC4027	73120695	男	1980	2009	博士
BC8279	91173396	男	1990	2012	硕士
BC8442	93074629	男	1993	2012	本科
BD5881	95107397	女	1992	2010	本科
BD7280	32051547	女	1993	2011	本科
BD9478	73188340	女	1984	2013	硕士
BE5884	89106899	男	1992	2010	本科
BE6958	23111339	女	1982	2011	硕士
C11285	83177632	男	1989	2014	博士
C11875	86179328	男	1989	2012	硕士
C12203	27203529	男	1975	2014	硕士
C12573	48022627	男	1992	2010	本科
C12577	37062895	男	1990	2010	本科
C12605	29138987	女	1987	2011	硕士
C12624	67161325	女	1989	2012	硕士
C12626	63174162	男	1987	2012	硕士
C12631	43166011	女	1990	2012	硕士
C12642	32129512	男	1989	2014	硕士
C12902	48055080	男	1992	2010	本科
C12927	35175487	男	1990	2012	硕士
C12928	27128204	女	1989	2012	硕士
C12959	52058044	男	1996	2014	本科
C13034	21160454	男	1985	2009	博士
C13119	23133549	男	1990	2012	硕士
C13123	48133511	女	1990	2012	硕士
C13124	13012083	男	1993	2012	本科
C13130	98148187	男	1980	2013	硕士
C13311	22062447	男	1992	2010	本科
C13378	65109200	女	1988	2012	硕士
C13379	34167490	男	1987	2012	硕士
C13382	36162677	男	1989	2012	硕士
C13520	36045502	男	1993	2010	本科
C13521	88013266	男	1990	2010	本科
C13523	31075524	男	1992	2010	本科
C13538	23048952	女	1990	2010	本科
C13557	24112964	女	1989	2011	博士
C13581	69121745	女	1988	2014	博士
C13733	94122003	男	1984	2010	博士
C13767	14132942	男	1989	2011	硕士
C13788	89127821	男	1988	2012	硕士
C13793	75128284	女	1990	2012	硕士
C13800	54160594	男	1990	2012	硕士
C13832	67128179	男	1981	2014	博士
C13932	23064159	男	1992	2010	本科
C13969	45122419	男	1990	2012	硕士
C13974	22160913	女	1988	2012	硕士
C13992	74184131	男	1991	2014	硕士
C14149	46007327	男	1990	2010	本科
C14173	26040810	男	1993	2011	本科
C14180	59120736	男	1990	2011	硕士
C14228	65121704	女	1990	2012	硕士
C14258	41159370	男	1992	2014	硕士
C14363	83141361	女	1985	2009	博士
C14377	91114992	男	1989	2012	硕士
C14379	69121027	女	1988	2012	硕士
C14382	79120060	女	1988	2012	硕士
C14597	61062412	男	1991	2010	本科
C14599	37036273	男	1992	2010	本科
C14611	32161596	男	1990	2012	硕士
C14709	41164599	男	1986	2012	硕士
C14710	35126434	女	1988	2012	硕士
C14715	54086796	女	1994	2013	本科
C14719	83065370	男	1996	2014	本科
C14773	24161595	男	1989	2012	硕士
C14891	87177429	男	1990	2012	硕士
C14892	32161174	男	1990	2012	硕士
C14897	38160085	男	1990	2012	硕士
C14907	22110035	女	1991	2014	硕士
C14964	47106883	男	1992	2010	本科
C14984	68062304	男	1994	2013	本科
C15099	61027417	女	1993	2011	本科
C15101	79062278	女	1992	2011	本科
C15118	58105628	男	1994	2012	本科
C15176	16097958	男	1992	2010	本科
C15187	25093776	男	1992	2011	本科
C15261	36162751	男	1989	2012	硕士
C15308	53067307	男	1990	2009	本科
C15454	71013350	男	1992	2010	本科
C15471	86065112	男	1992	2011	本科
C15481	72119009	男	1989	2012	硕士
C15606	84050707	男	1992	2010	本科
C15638	14161199	男	1990	2012	硕士
C15643	38138319	女	1991	2012	硕士
C15654	14063965	男	1997	2014	本科
C15703	21176776	女	1989	2012	硕士
C15777	95176295	男	1989	2012	硕士
C15793	32066619	男	1994	2013	本科
C15794	61161187	男	1990	2012	硕士
C15854	76113702	女	1991	2013	博士
C15999	76128992	男	1989	2012	硕士
C16000	71161495	女	1990	2012	硕士
C16003	56184012	男	1988	2012	硕士
C16009	45143449	女	1984	2013	硕士
C16073	41038383	男	1992	2010	本科
C16089	72138316	女	1989	2012	硕士
C16090	19160800	男	1990	2012	硕士
C16103	81069532	男	1996	2014	本科
C16240	15011906	男	1991	2010	本科
C16328	47171645	男	1989	2012	硕士
C16385	88018397	男	1991	2010	本科
C16416	69170735	男	1990	2012	硕士
C16428	98051371	男	1995	2013	本科
C16431	85194240	男	1982	2014	硕士
C16432	36175451	男	1992	2014	硕士
C16469	28071444	男	1992	2010	本科
C16474	98157142	女	1989	2011	硕士
C16489	67066937	男	1993	2013	本科
C16490	79063860	男	1995	2013	本科
C16613	33060361	男	1993	2010	本科
C16686	27174167	男	1989	2012	硕士
C16734	47133551	男	1990	2012	硕士
C16737	27064548	男	1994	2013	本科
C16773	68183933	男	1984	2010	博士
C16880	64025443	男	1991	2010	本科
C16908	37124397	女	1988	2013	博士
C16918	43066996	男	1995	2014	本科
C16947	42010638	女	1992	2010	本科
C17072	11161259	男	1990	2012	硕士
C17077	15016611	女	1994	2012	本科
C17084	32183901	男	1990	2014	硕士
C17106	35056572	女	1992	2014	博士
C17112	28084406	男	1991	2010	本科
C17185	72032137	男	1992	2010	本科
C17208	71101265	男	1996	2014	本科
C17232	73066722	女	1992	2010	本科
C17249	36089268	男	1995	2013	本科
C17316	93059781	女	1993	2011	本科
C17317	78032514	女	1993	2011	本科
C17322	73161335	男	1990	2012	硕士
C17324	48123048	男	1990	2012	硕士
C17439	17108027	女	1991	2010	本科
C17459	56115000	男	1989	2012	硕士
C17509	18119029	女	1990	2012	硕士
C17510	62127774	男	1990	2012	硕士
C17592	69170774	女	1988	2012	硕士
C17704	12038510	男	1992	2010	本科
C17724	44161074	男	1990	2012	硕士
C17741	63063418	女	1997	2014	本科
C17786	53170709	女	1986	2008	博士
C17836	82046491	女	1994	2012	本科
C17847	83128883	男	1991	2014	硕士
C17864	34034655	男	1992	2009	本科
C17879	53140427	女	1987	2012	硕士
C17880	65172167	男	1991	2012	硕士
C17928	81055212	男	1992	2011	本科
C17934	64171142	男	1988	2012	硕士
C17937	78138554	男	1989	2012	硕士
C17938	67102595	男	1993	2012	本科
C17946	31143999	男	1981	2013	博士
C17990	61160851	男	1990	2012	硕士
C17991	55179329	男	1990	2012	硕士
C18023	32131578	男	1980	2010	博士
C18055	14059506	男	1995	2013	本科
C18093	93096897	女	1992	2010	本科
C18111	42067816	男	1995	2012	本科
C18159	69054007	男	1992	2010	本科
C18181	34055278	女	1994	2012	本科
C18188	43034030	女	1995	2014	本科
C18276	62131506	男	1984	2010	博士
C18286	68068985	男	1992	2010	本科
C18304	62129007	男	1989	2012	硕士
C18305	37166000	女	1978	2012	硕士
C18315	47052288	男	1991	2009	本科
C18317	82055322	男	1996	2014	本科
C18318	48067521	男	1995	2014	本科
C18334	96044168	男	1991	2010	本科
C18343	13130680	女	1991	2013	硕士
C18381	12030587	男	1992	2010	本科
C18382	23056948	女	1992	2010	本科
C18426	76026204	男	1995	2013	本科
C18468	78162760	男	1987	2012	硕士
C18470	18161055	女	1990	2012	硕士
C18506	99136380	女	1985	2010	硕士
C18529	81167719	女	1989	2012	硕士
C18578	36161523	女	1990	2012	硕士
C18579	24122486	女	1990	2012	硕士
C18584	43132693	女	1990	2014	硕士
C18648	48053286	女	1995	2012	本科
C18756	35171657	男	1989	2012	硕士
C18760	43160884	男	1990	2012	硕士
C18766	91148893	男	1991	2013	硕士
C18775	67049176	女	1994	2014	本科
C18804	22034401	男	1991	2010	本科
C18819	95114230	女	1989	2012	硕士
C18825	88016113	女	1995	2014	本科
C18962	81172473	男	1990	2013	硕士
C18995	27013214	男	1991	2010	本科
C18997	33061107	女	1991	2010	本科
C19001	43059782	女	1993	2010	本科
C19015	82139016	女	1990	2012	硕士
C19119	25175486	男	1992	2012	硕士
C19162	43008133	男	1992	2010	本科
C19176	83064637	女	1991	2011	本科
C19179	62173409	男	1990	2012	硕士
C19242	79115726	男	1989	2012	硕士
C19290	92161445	男	1990	2012	硕士
C19292	38113229	女	1989	2012	硕士
C19293	29160875	女	1990	2012	硕士
C19294	46107910	男	1994	2012	本科
C19298	89166312	女	1987	2014	博士
C19372	76086426	男	1996	2014	本科
C19406	48063004	女	1993	2011	本科
C19409	57167494	男	1990	2012	硕士
C19526	26051948	男	1990	2009	本科
C19546	44075759	女	1993	2012	本科
C19585	86005545	男	1992	2010	本科
C19605	17137847	男	1988	2012	硕士
C19610	99135936	女	1990	2012	硕士
C19618	44063681	男	1995	2013	本科
C19622	69053798	女	1995	2014	本科
C19661	78046690	女	1994	2011	本科
C19723	23067900	女	1994	2011	本科
C19752	62007279	男	1991	2010	本科
C19800	86061189	男	1992	2010	本科
C19822	16183248	男	1989	2012	硕士
C19845	43130810	男	1983	2007	博士
C19866	27161343	男	1991	2012	硕士
C19870	21116007	女	1992	2013	硕士
C19871	19181118	男	1987	2014	博士
C19955	26067872	女	1993	2010	本科
C19958	84034438	男	1991	2010	本科
C19966	11134309	男	1990	2012	硕士
C19972	56063193	男	1994	2013	本科
C20044	95145453	男	1990	2012	硕士
C20047	32039631	女	1994	2012	本科
C20050	59160842	女	1991	2013	硕士
C20056	12143288	男	1991	2014	硕士
C20075	51104110	男	1992	2010	本科
C20084	99158629	男	1988	2011	硕士
C20085	74160310	男	1989	2011	博士
C20132	48108032	女	1991	2009	本科
C20137	62167380	男	1987	2011	硕士
C20174	93049067	男	1990	2010	本科
C20177	98127829	男	1990	2012	硕士
C20183	35175480	女	1986	2014	硕士
C20242	89043658	男	1994	2012	本科
C20250	12067598	男	1997	2014	本科
C20286	36169469	女	1991	2012	硕士
C20349	28128439	男	1988	2014	博士
C20364	34013063	男	1991	2010	本科
C20369	18117999	男	1986	2011	博士
C20416	51133552	女	1990	2012	硕士
C20425	38157077	女	1991	2013	硕士
C20440	44181331	男	1985	2009	博士
C20451	81047789	男	1991	2010	本科
C20463	87055022	男	1994	2013	本科
C20526	49103759	男	1992	2011	本科
C20563	92063300	女	1994	2012	本科
C20636	47161511	男	1989	2012	硕士
C20638	91160723	男	1989	2012	硕士
C20640	14048860	男	1994	2012	本科
C20644	98114891	男	1991	2014	硕士
C20664	81061436	男	1994	2013	本科
C20702	93115788	女	1992	2014	硕士
C20725	74075704	男	1994	2013	本科
C20774	28067522	男	1990	2008	本科
C20827	45069735	男	1992	2010	本科
C20947	65135185	女	1991	2014	硕士
C21020	27140052	女	1990	2012	硕士
C21022	97183969	男	1988	2012	硕士
C21071	53159714	男	1992	2014	硕士
C21072	13159517	女	1992	2014	硕士
C21141	38014365	男	1991	2010	本科
C21150	65017080	女	1993	2012	本科
C21304	28143781	女	1972	2012	博士
C21310	58110108	女	1991	2013	硕士
C21340	99068135	男	1991	2010	本科
C21398	56046825	男	1991	2010	本科
C21487	19050288	女	1993	2011	本科
C21562	47161262	男	1989	2012	硕士
C21564	79110147	男	1989	2012	硕士
C21565	49055157	女	1994	2012	本科
C21572	74052014	男	1996	2014	本科
C21573	84055372	男	1995	2014	本科
C21598	35051060	男	1995	2012	本科
C21627	58141182	男	1980	2008	博士
C21694	13009374	男	1991	2010	本科
C21708	49136073	女	1990	2012	硕士
C21709	36122938	女	1987	2012	硕士
C21716	23114118	女	1987	2012	硕士
C21788	52047500	女	1992	2011	本科
C21792	85160071	男	1990	2012	硕士
C21797	67050667	男	1993	2012	本科
C21801	41123002	男	1987	2014	博士
C21827	49160421	男	1988	2011	博士
C21887	67034961	男	1992	2010	本科
C21940	84062759	男	1993	2011	本科
C21951	55065728	女	1994	2013	本科
C22006	21160404	女	1986	2008	博士
C22041	63064801	男	1994	2013	本科
C22046	67160576	男	1991	2014	硕士
C22102	22066536	男	1992	2010	本科
C22159	58180147	男	1984	2009	博士
C22170	87171640	男	1982	2010	硕士
C22191	16127801	男	1988	2012	硕士
C22244	61027753	男	1992	2010	本科
C22251	29160069	男	1989	2012	硕士
C22259	94178980	男	1993	2014	硕士
C22260	99059803	男	1995	2014	本科
C22290	57136834	女	1989	2012	硕士
C22320	72166944	男	1983	2010	博士
C22323	56079398	女	1991	2010	本科
C22340	13061243	男	1995	2013	本科
C22353	33063553	男	1991	2010	本科
C22360	94119349	男	1983	2012	博士
C22392	66085390	男	1992	2010	本科
C22431	63171484	女	1987	2011	硕士
C22432	46090368	女	1993	2011	本科
C22486	47054478	男	1991	2010	本科
C22533	61127639	女	1993	2014	硕士
C22550	25179187	女	1989	2012	硕士
C22554	55064822	男	1995	2013	本科
C22604	18109770	女	1990	2013	硕士
C22606	84183419	男	1990	2014	硕士
C22628	56059349	女	1993	2010	本科
C22638	87188039	男	1985	2012	硕士
C22703	53055189	女	1992	2010	本科
C22718	13115832	男	1987	2012	硕士
C22734	46022537	女	1991	2010	本科
C22743	26054765	男	1994	2013	本科
C22810	52078592	男	1993	2011	本科
C22842	25044244	男	1991	2010	本科
C22843	68033544	男	1991	2010	本科
C22884	49133556	男	1990	2012	硕士
C22954	82089973	女	1994	2012	本科
C22955	15109732	女	1989	2012	硕士
C22987	41067705	女	1995	2012	本科
C23012	75027860	女	1992	2010	本科
C23017	13065259	男	1995	2013	本科
C23053	19060040	男	1993	2010	本科
C23093	38096777	男	1993	2011	本科
C23140	36160781	男	1990	2012	硕士
C23150	23086224	男	1996	2014	本科
C23168	99106986	女	1994	2012	本科
C23200	34021282	男	1992	2010	本科
C23218	71112829	男	1990	2013	硕士
C23223	31056905	男	1996	2014	本科
C23224	68067198	男	1996	2014	本科
C23241	69065832	男	1992	2010	本科
C23271	88141049	女	1985	2010	博士
C23319	39100471	女	1993	2011	本科
C23324	14063798	女	1995	2013	本科
C23375	81053109	男	1992	2010	本科
C23421	95053060	男	1992	2010	本科
C23432	74063073	男	1994	2012	本科
C23465	29073055	男	1993	2012	本科
C23488	38025925	男	1992	2010	本科
C23498	71120732	女	1991	2012	硕士
C23501	93179190	女	1991	2012	硕士
C23513	52160418	男	1987	2009	博士
C23522	43121202	女	1988	2011	硕士
C23567	88096691	男	1993	2011	本科
C23599	79043371	男	1994	2012	本科
C23601	66065647	男	1996	2014	本科
C23627	13002322	男	1991	2010	本科
C23633	54183851	男	1988	2011	硕士
C23637	53179592	男	1987	2012	硕士
C23645	29004128	男	1994	2012	本科
C23677	98091574	女	1994	2013	本科
C23713	12054325	女	1994	2013	本科
C23740	49019594	女	1995	2013	本科
C23791	38060278	男	1997	2014	本科
C23810	51007232	男	1992	2011	本科
C23819	24131585	男	1988	2012	硕士
C23866	67008785	女	1995	2013	本科
C23893	87183056	女	1990	2014	博士
C23933	97069267	女	1993	2012	本科
C23955	58056499	女	1992	2010	本科
C24027	33054122	男	1992	2010	本科
C24036	47137754	男	1986	2012	博士
C24041	37058473	男	1994	2013	本科
C24082	35127837	男	1987	2012	硕士
C24087	73059809	男	1993	2012	本科
C24114	79064244	女	1993	2011	本科
C24148	45158746	女	1986	2008	博士
C24163	76084786	男	1993	2011	本科
C24171	19167504	女	1989	2012	硕士
C24198	57160905	男	1990	2012	硕士
C24227	35036429	男	1993	2012	本科
C24231	34065041	男	1996	2014	本科
C24271	65141050	女	1989	2012	硕士
C24274	91048017	男	1994	2012	本科
C24281	93050094	男	1995	2014	本科
C24299	52160119	男	1989	2013	硕士
C24336	21171643	女	1982	2013	硕士
C24353	35137831	女	1988	2012	硕士
C24375	57099103	男	1992	2011	本科
C24383	75178360	男	1990	2013	硕士
C24429	88163684	男	1986	2011	硕士
C24435	15140618	男	1986	2013	博士
C24472	63135499	男	1983	2012	博士
C24474	91179185	女	1989	2012	硕士
C24490	81128986	男	1990	2012	硕士
C24555	16164450	女	1989	2012	硕士
C24573	72188058	男	1983	2012	硕士
C24587	45128192	男	1990	2012	硕士
C24588	63009991	男	1993	2012	本科
C24592	97143184	女	1989	2011	博士
C24632	51038819	男	1992	2010	本科
C24686	83064344	男	1992	2010	本科
C24723	36160783	男	1989	2012	硕士
C24742	26056886	男	1993	2011	本科
C24795	34177682	女	1990	2012	硕士
C24796	21058808	女	1994	2012	本科
C24900	71179068	女	1991	2012	硕士
C24941	44063224	男	1993	2011	本科
C25021	26101876	女	1993	2011	本科
C25026	81131851	男	1988	2012	硕士
C25034	47067914	男	1996	2014	本科
C25045	93053314	女	1992	2010	本科
C25064	25158395	男	1984	2007	博士
C25075	43162905	女	1989	2012	硕士
C25207	33041167	男	1975	2006	博士
C25220	39131590	男	1985	2010	博士
C25226	94049969	女	1992	2011	本科
C25266	39022865	男	1993	2010	本科
C25275	43159497	女	1985	2014	硕士
C25276	88067348	男	1996	2014	本科
C25305	63175445	女	1987	2009	博士
C25308	52088746	女	1995	2013	本科
C25324	15174156	女	1990	2012	硕士
C25352	65173416	女	1990	2012	硕士
C25358	29159511	男	1991	2014	硕士
C25393	93064232	男	1992	2010	本科
C25460	93056492	男	1991	2010	本科
C25468	44016082	男	1992	2011	本科
C25491	91128181	男	1989	2014	博士
C25511	79101281	男	1996	2014	本科
C25562	42060021	男	1996	2014	本科
C25591	82115709	男	1990	2013	博士
C25593	98133032	男	1988	2014	博士
C25600	56068384	女	1992	2010	本科
C25676	66109718	男	1981	2011	博士
C25678	76160741	男	1988	2012	硕士
C25719	83161127	男	1989	2012	硕士
C25722	59183944	女	1990	2012	硕士
C25741	26159816	男	1989	2014	硕士
C25775	79136201	女	1988	2012	硕士
C25777	58102548	男	1994	2012	本科
C25784	16062647	男	1995	2013	本科
C25793	28138545	男	1982	2010	博士
C25824	85055336	男	1994	2013	本科
C25841	16130639	女	1989	2013	硕士
C25867	95112581	男	1989	2012	硕士
C25880	12067569	男	1992	2010	本科
C25897	44118842	男	1989	2011	硕士
C25917	37033404	男	1991	2010	本科
C25938	76123999	男	1987	2012	博士
C25963	68157047	男	1983	2007	博士
C25978	57161413	女	1989	2012	硕士
C25992	91067511	男	1995	2012	本科
C26065	86158511	男	1989	2012	博士
C26066	91161289	女	1990	2012	硕士
C26084	14021070	男	1994	2012	本科
C26089	85060576	男	1995	2014	本科
C26101	72052179	男	1994	2012	本科
C26121	42169169	男	1991	2012	硕士
C26200	86113228	男	1989	2012	硕士
C26223	61114987	男	1989	2012	硕士
C26265	13069538	男	1993	2012	本科
C26295	29160917	女	1990	2012	硕士
C26340	79066979	女	1995	2014	本科
C26379	54008969	男	1992	2010	本科
C26394	61094446	女	1994	2012	本科
C26409	31067812	男	1994	2012	本科
C26432	84134298	男	1988	2012	硕士
C26447	17059248	女	1993	2011	本科
C26546	14064206	男	1995	2013	本科
C26651	24127669	女	1990	2012	硕士
C26660	54136263	男	1986	2009	博士
C26679	59003076	男	1990	2010	本科
C26697	38059753	男	1992	2010	本科
C26711	57160753	男	1987	2012	硕士
C26741	68121210	女	1986	2014	博士
C26817	25056288	男	1993	2011	本科
C26847	51055153	男	1995	2013	本科
C26848	75054054	男	1995	2013	本科
C26874	86183469	男	1991	2012	硕士
C26875	44173380	女	1990	2012	硕士
C26883	22161836	女	1990	2014	硕士
C26932	66002461	女	1995	2013	本科
C26958	53112513	女	1984	2011	博士
C26964	24086830	女	1996	2014	本科
C26972	69121097	女	1982	2011	硕士
C26994	64059729	男	1994	2012	本科
C26995	93054518	女	1993	2012	本科
C27087	51113497	男	1988	2014	硕士
C27119	51052847	男	1996	2014	本科
C27139	72018563	女	1992	2010	本科
C27151	44065057	男	1995	2014	本科
C27207	43080317	男	1994	2013	本科
C27216	53166349	男	1987	2013	硕士
C27278	99110032	男	1991	2014	硕士
C27284	11081079	男	1993	2012	本科
C27299	78117348	男	1980	2011	硕士
C27303	71082684	男	1993	2012	本科
C27312	45055670	男	1991	2010	本科
C27344	47114232	女	1987	2012	硕士
C27347	34067788	男	1996	2013	本科
C27348	16193623	男	1989	2014	硕士
C27349	36080114	男	1996	2014	本科
C27357	28173407	男	1990	2012	硕士
C27380	55130270	男	1979	2012	硕士
C27393	74057124	女	1994	2012	本科
C27394	99124976	女	1985	2013	硕士
C27395	34053677	女	1995	2014	本科
C27416	97078448	男	1994	2013	本科
C27446	68160736	女	1989	2012	硕士
C27509	62129720	男	1989	2013	硕士
C27510	17158423	男	1986	2011	博士
C27519	43017321	女	1993	2012	本科
C27523	47054501	男	1995	2013	本科
C27525	53158093	男	1990	2013	博士
C27556	87060776	男	1992	2012	本科
C27579	67026975	男	1993	2011	本科
C27582	51074857	女	1993	2012	本科
C27613	14130360	男	1991	2013	硕士
C27624	63166006	女	1990	2012	硕士
C27638	94132061	男	1984	2010	博士
C27639	22054336	男	1992	2010	本科
C27654	46139258	男	1988	2013	硕士
C27668	13161604	女	1989	2012	硕士
C27680	42051084	女	1993	2011	本科
C27682	42077914	女	1993	2012	本科
C27686	82053913	女	1995	2014	本科
C27701	52118895	男	1992	2014	博士
C27710	21123481	女	1989	2012	硕士
C27711	19031316	女	1995	2012	本科
C27747	43145934	男	1989	2012	硕士
C27768	78118972	男	1989	2012	硕士
C27795	39057798	女	1992	2011	本科
C27858	37065867	男	1996	2014	本科
C27912	52015214	女	1993	2011	本科
C27917	11158924	男	1992	2014	硕士
C27923	66063968	男	1991	2010	本科
C27948	93051425	男	1995	2013	本科
C27972	91007656	女	1993	2011	本科
C27979	49183109	女	1990	2012	硕士
C27981	93001748	男	1994	2012	本科
C27983	22049985	男	1995	2014	本科
C28024	43180760	女	1988	2012	硕士
C28058	92076326	女	1993	2011	本科
C28102	69066240	女	1994	2012	本科
C28118	85070477	男	1994	2012	本科
C28139	27159333	男	1993	2014	硕士
C28186	21115849	男	1987	2012	硕士
C28197	89045493	女	1993	2010	本科
C28258	75164859	女	1989	2012	硕士
C28284	76148379	男	1990	2013	硕士
C28322	94061211	男	1994	2012	本科
C28332	22130471	女	1987	2012	博士
C28385	88165405	男	1982	2010	博士
C28396	12057080	男	1996	2014	本科
C28403	38050870	男	1995	2013	本科
C28420	21101159	男	1994	2012	本科
C28423	62123934	女	1984	2013	硕士
C28426	49169734	男	1988	2014	博士
C28434	83140139	女	1988	2012	硕士
C28457	85129308	女	1988	2012	硕士
C28459	79065789	男	1993	2012	本科
C28464	85166714	女	1984	2014	博士
C28480	21127782	男	1984	2012	硕士
C28507	83060527	男	1994	2013	本科
C28516	26127279	女	1989	2012	硕士
C28518	98148538	男	1990	2013	硕士
C28546	81052241	女	1995	2013	本科
C28548	15173277	男	1986	2014	博士
C28549	72000432	女	1996	2014	本科
C28559	79142686	男	1984	2012	硕士
C28564	43112366	男	1990	2012	硕士
C28570	23161390	男	1989	2012	硕士
C28586	21010444	男	1991	2010	本科
C28630	37059175	女	1994	2012	本科
C28660	33168303	男	1992	2013	硕士
C28674	81161493	男	1988	2012	硕士
C28723	68060128	男	1995	2013	本科
C28736	52118976	男	1990	2012	硕士
C28737	94062157	男	1993	2012	本科
C28751	14009985	男	1994	2012	本科
C28784	36120070	男	1990	2012	硕士
C28787	89122297	男	1987	2012	博士
C28827	94183709	女	1990	2013	硕士
C28828	59016924	女	1994	2013	本科
C28874	34121214	男	1990	2014	硕士
C28892	84161308	男	1990	2012	硕士
C28909	26015306	男	1992	2011	本科
C28926	37058238	男	1992	2010	本科
C28943	69134490	男	1991	2013	硕士
C28945	43139891	男	1991	2014	硕士
C28958	53050011	男	1993	2011	本科
C28959	58053805	女	1992	2012	本科
C29010	35149031	男	1987	2013	硕士
C29041	76046638	男	1994	2012	本科
C29058	51031789	男	1992	2010	本科
C29073	44161180	男	1990	2012	硕士
C29075	47050348	男	1993	2012	本科
C29081	56070147	女	1993	2011	本科
C29138	59136882	女	1990	2014	硕士
C29168	36112176	女	1987	2011	硕士
C29180	95068249	男	1993	2011	本科
C29184	97111855	男	1989	2011	博士
C29204	94065308	女	1995	2012	本科
C29208	39066515	男	1994	2013	本科
C29209	33136067	男	1991	2014	硕士
C29238	88079534	男	1994	2012	本科
C29266	54034674	男	1995	2013	本科
C29290	16123003	男	1987	2013	硕士
C29300	93055598	男	1993	2011	本科
C29330	47179033	男	1988	2012	硕士
C29335	31159393	男	1991	2014	硕士
C29375	53167789	男	1990	2014	硕士
C29395	79004302	男	1991	2009	本科
C29397	54044486	女	1993	2010	本科
C29439	93067041	女	1993	2014	本科
C29475	97054724	男	1992	2011	本科
C29524	72075272	女	1996	2014	本科
C29529	36136604	男	1980	2010	博士
C29549	15131204	男	1982	2012	博士
C29554	78174273	男	1989	2014	博士
C29560	36158445	男	1989	2011	博士
C29576	69109154	女	1990	2012	硕士
C29589	58148753	女	1990	2013	硕士
C29606	17141355	男	1990	2012	硕士
C29620	97105810	男	1993	2011	本科
C29627	64141359	男	1987	2011	博士
C29634	28065200	男	1992	2010	本科
C29653	57030977	女	1996	2012	本科
C29676	66158099	男	1991	2013	博士
C29720	67023015	女	1992	2010	本科
C29731	39037080	男	1996	2014	本科
C29738	46054151	男	1995	2013	本科
C29745	31161468	女	1983	2012	硕士
C29766	24009930	女	1994	2012	本科
C29779	48113674	男	1988	2012	硕士
C29796	81077200	女	1992	2011	本科
C29818	46040770	男	1992	2010	本科
C29837	32162745	男	1986	2012	硕士
C29843	74080902	女	1995	2013	本科
C29874	32169602	男	1988	2012	硕士
C29885	35056158	男	1996	2014	本科
C29910	32131748	女	1988	2012	硕士
C29916	61124671	男	1989	2012	硕士
C29923	75105811	男	1993	2011	本科
C29928	95169727	女	1989	2013	硕士
C29930	73110016	男	1990	2014	硕士
C29964	85050881	女	1992	2011	本科
C29982	29167447	男	1992	2014	硕士
C30017	33061807	女	1996	2014	本科
C30033	33063990	男	1994	2012	本科
C30035	88054066	男	1994	2014	本科
C30055	58128162	女	1988	2013	博士
C30120	32062185	男	1995	2013	本科
C30134	77123316	男	1989	2012	硕士
C30136	97017091	女	1993	2012	本科
C30145	14148749	女	1991	2013	硕士
C30220	43118223	男	1991	2014	硕士
C30249	36161538	男	1990	2012	硕士
C30252	33058542	女	1995	2013	本科
C30266	76183716	男	1991	2013	硕士
C30282	89162732	女	1982	2010	硕士
C30323	99054135	男	1993	2011	本科
C30327	26119334	女	1990	2014	硕士
C30355	92135217	男	1990	2012	硕士
C30359	71062406	男	1995	2014	本科
C30368	95062712	男	1991	2010	本科
C30385	64118215	男	1978	2008	博士
C30398	22106505	男	1994	2013	本科
C30432	84123106	男	1987	2012	博士
C30437	24128852	女	1990	2011	博士
C30449	14165969	男	1990	2014	硕士
C30474	73170818	女	1981	2010	博士
C30481	47180086	男	1990	2014	硕士
C30503	23053832	男	1995	2014	本科
C30521	78118307	男	1989	2012	硕士
C30544	75019698	男	1996	2014	本科
C30545	37067759	男	1996	2014	本科
C30553	89075060	男	1993	2011	本科
