fromaccount,toaccount,syscode,timestamp,amount
B62666,1000176,99,2014/10/10 20:53,1280
C40385,1000176,99,2014/10/10 21:41,650
E50972,1000176,99,2014/10/10 7:22,880
C77749,1000176,99,2014/10/10 7:30,1200
D63949,1000176,99,2014/10/10 7:38,750
D78002,1000176,99,2014/10/10 8:56,2400
B75408,1000176,99,2014/10/10 11:48,1500
A47544,1000176,99,2014/10/10 20:54,1700
A47544,1000176,99,2014/10/10 20:56,1700
C40846,1000176,99,2014/10/10 18:17,1500
C72797,1000176,99,2014/10/10 7:23,680
B72211,1000176,99,2014/10/10 11:46,1500
A59335,1000176,99,2014/10/10 18:38,1700
B57667,1000176,99,2014/10/10 19:06,1600
B27667,1000176,99,2014/10/10 7:27,750
E25684,1000176,99,2014/10/10 9:36,3600
E74218,1000176,99,2014/10/10 9:40,680
E31572,1000176,99,2014/10/10 11:46,3680
C64776,1000176,99,2014/10/10 11:49,1600
C35475,1000176,99,2014/10/10 20:14,380
E69418,1000176,99,2014/10/10 20:56,3700
A77727,1000176,99,2014/10/10 20:59,1380
C55835,1000176,99,2014/10/10 7:35,680
B33011,1000176,99,2014/10/10 7:51,1880
D45024,1000176,99,2014/10/10 9:45,4700
A72373,1000176,99,2014/10/10 9:45,2640
C66297,1000176,99,2014/10/10 9:36,1200
B69192,1000176,99,2014/10/10 11:46,680
B75148,1000176,99,2014/10/10 12:02,1460
A54531,1000176,99,2014/10/10 12:06,680
D63581,1000176,99,2014/10/10 7:59,680
C70716,1000176,99,2014/10/10 8:45,2900
A68984,1000176,99,2014/10/10 12:08,1700
B50713,1000176,99,2014/10/10 19:13,1120
C33857,1000176,99,2014/10/10 19:15,2700
E79351,1000176,99,2014/10/10 7:41,500
D39042,1000176,99,2014/10/10 9:21,2000
E64392,1000176,99,2014/10/10 12:20,680
D58811,1000176,99,2014/10/10 12:11,680
C77880,1000176,99,2014/10/10 12:16,1700
D73741,1000176,99,2014/10/10 12:16,1700
D45155,1000176,99,2014/10/10 12:18,1200
C52292,1000176,99,2014/10/10 12:29,2930
D74429,1000176,99,2014/10/10 20:20,600
A36678,1000176,99,2014/10/10 8:51,1200
B73688,1000176,99,2014/10/10 12:54,1330
E75768,1000176,99,2014/10/10 12:26,4080
B69513,1000176,99,2014/10/10 12:50,1600
E72798,1000176,99,2014/10/10 12:55,1830
D73309,1000176,99,2014/10/10 12:56,1150
E76892,1000176,99,2014/10/11 10:31,1500
C38933,1000176,99,2014/10/11 11:22,880
D29697,1000176,99,2014/10/11 11:28,2230
C46814,1000176,99,2014/10/11 11:33,1730
D71434,1000176,99,2014/10/11 7:24,750
B48702,1000176,99,2014/10/11 8:42,750
E57472,1000176,99,2014/10/11 11:13,380
C56879,1000176,99,2014/10/11 11:24,1180
E25684,1000176,99,2014/10/11 7:18,3500
B72934,1000176,99,2014/10/11 7:39,200
E45928,1000176,99,2014/10/11 7:34,750
B79232,1000176,99,2014/10/11 9:33,1080
B71832,1000176,99,2014/10/11 11:11,1500
B70378,1000176,99,2014/10/11 11:53,1800
B17086,1000176,99,2014/10/11 7:27,680
D73200,1000176,99,2014/10/11 7:39,750
D52319,1000176,99,2014/10/11 8:29,2280
B50644,1000176,99,2014/10/11 9:57,1700
C59654,1000176,99,2014/10/11 9:59,1200
B50591,1000176,99,2014/10/11 10:00,1700
E49507,1000176,99,2014/10/11 10:01,1700
C67819,1000176,99,2014/10/11 10:00,1700
D74175,1000176,99,2014/10/11 10:02,1700
C75570,1000176,99,2014/10/11 10:02,2480
B50564,1000176,99,2014/10/11 9:37,500
D62094,1000176,99,2014/10/11 11:17,1500
C23677,1000176,99,2014/10/11 11:22,700
D73974,1000176,99,2014/10/11 7:40,2450
D78010,1000176,99,2014/10/11 11:02,380
E55519,1000176,99,2014/10/11 11:59,760
B70557,1000176,99,2014/10/11 8:26,1600
A79415,1000176,99,2014/10/11 10:34,380
B72497,1000176,99,2014/10/11 12:03,1600
A76868,1000176,99,2014/10/11 12:05,760
E75768,1000176,99,2014/10/11 12:10,1300
B57245,1000176,99,2014/10/11 7:24,2000
B61034,1000176,99,2014/10/11 11:22,760
E63292,1000176,99,2014/10/11 11:49,380
E63292,1000176,99,2014/10/11 11:49,380
D74067,1000176,99,2014/10/11 11:41,3930
A59553,1000176,99,2014/10/11 9:46,4400
B27667,1000176,99,2014/10/11 10:06,1760
D65294,1000176,99,2014/10/11 9:37,1200
D61388,1000176,99,2014/10/11 9:37,1600
D28232,1000176,99,2014/10/11 10:53,2000
C77794,1000176,99,2014/10/11 11:21,1800
D79716,1000176,99,2014/10/11 11:24,4960
A70137,1000176,99,2014/10/11 11:41,380
A61082,1000176,99,2014/10/11 11:41,980
B73776,1000176,99,2014/10/11 7:37,2350
C52292,1000176,99,2014/10/11 8:05,1700
C48570,1000176,99,2014/10/11 9:24,700
B76608,1000176,99,2014/10/11 9:17,1500
C20174,1000176,99,2014/10/11 10:59,1500
C53985,1000176,99,2014/10/11 11:20,3680
C52789,1000176,99,2014/10/11 11:25,1380
E56360,1000176,99,2014/10/11 11:59,380
E46540,1000176,99,2014/10/11 11:56,380
B38757,1000176,99,2014/10/11 11:56,1660
C74484,1000176,99,2014/10/11 7:25,680
A50288,1000176,99,2014/10/11 7:42,750
A66406,1000176,99,2014/10/11 8:44,3200
B79724,1000176,99,2014/10/11 8:35,1300
A67666,1000176,99,2014/10/11 10:45,1950
B54681,1000176,99,2014/10/11 8:44,680
D61388,1000176,99,2014/10/11 9:38,400
D72079,1000176,99,2014/10/11 9:41,2300
C67240,1000176,99,2014/10/11 11:31,880
C61597,1000176,99,2014/10/11 11:42,1500
A26614,1000176,99,2014/10/11 9:41,1200
B75410,1000176,99,2014/10/11 10:15,1700
D79069,1000176,99,2014/10/11 10:14,1330
D27626,1000176,99,2014/10/11 11:38,2550
B72934,1000176,99,2014/10/11 7:40,400
D45155,1000176,99,2014/10/11 10:19,1500
A36288,1000176,99,2014/10/11 10:20,1600
B53740,1000176,99,2014/10/11 8:39,400
D49280,1000176,99,2014/10/11 8:53,2000
C78383,1000176,99,2014/10/11 11:06,1200
A76878,1000176,99,2014/10/11 11:45,1600
B35143,1000176,99,2014/10/11 11:45,380
D69581,1000176,99,2014/10/11 11:47,2930
E54006,1000176,99,2014/10/11 11:49,1700
D63949,1000176,99,2014/10/11 7:36,800
C64776,1000176,99,2014/10/11 9:38,580
E73666,1000176,99,2014/10/11 11:41,1280
D40091,1000176,99,2014/10/11 11:52,380
D19247,1000176,99,2014/10/11 11:52,1700
D74963,1000176,99,2014/10/11 11:53,380
B39271,1000176,99,2014/10/11 11:52,380
E77444,1000176,99,2014/10/11 11:52,380
E69739,1000176,99,2014/10/11 11:49,380
D46953,1000176,99,2014/10/11 11:51,1200
C33092,1000176,99,2014/10/11 12:15,380
D48022,1000176,99,2014/10/11 12:24,2060
B48892,1000176,99,2014/10/11 9:42,450
D64942,1000176,99,2014/10/11 11:57,1560
A56708,1000176,99,2014/10/11 12:15,1150
C33236,1000176,99,2014/10/11 12:16,760
A45349,1000176,99,2014/10/11 11:48,810
A47059,1000176,99,2014/10/11 12:23,880
A79032,1000176,99,2014/10/11 17:41,1080
A65903,1000176,99,2014/10/11 18:03,1700
D70437,1000176,99,2014/10/11 18:08,1960
A72752,1000176,99,2014/10/11 19:00,3330
C77446,1000176,99,2014/10/11 21:38,3680
B71165,1000176,99,2014/10/11 12:12,1700
B76519,1000176,99,2014/10/11 14:47,380
A49712,1000176,99,2014/10/11 14:47,380
E24385,1000176,99,2014/10/11 15:30,1200
E30653,1000176,99,2014/10/11 15:30,1700
C76641,1000176,99,2014/10/11 15:30,700
C23740,1000176,99,2014/10/11 15:32,1470
A77982,1000176,99,2014/10/11 13:12,1380
E26300,1000176,99,2014/10/11 12:32,1500
B29163,1000176,99,2014/10/11 12:33,380
C65181,1000176,99,2014/10/11 17:27,380
C72477,1000176,99,2014/10/11 18:08,680
A39889,1000176,99,2014/10/11 18:09,380
C70813,1000176,99,2014/10/11 18:11,1200
E79434,1000176,99,2014/10/11 16:30,580
A76522,1000176,99,2014/10/11 13:34,2080
D27587,1000176,99,2014/10/11 13:36,2350
E54421,1000176,99,2014/10/11 13:37,980
D79526,1000176,99,2014/10/11 17:25,1300
C61809,1000176,99,2014/10/11 17:28,1700
B73564,1000176,99,2014/10/11 19:41,380
B64517,1000176,99,2014/10/11 19:42,380
A49717,1000176,99,2014/10/11 20:25,1500
D76802,1000176,99,2014/10/11 20:25,880
E30135,1000176,99,2014/10/11 20:37,1500
E30135,1000176,99,2014/10/11 20:38,1500
B75505,1000176,99,2014/10/11 17:55,3130
A50899,1000176,99,2014/10/11 17:53,760
C57820,1000176,99,2014/10/11 19:03,500
B34916,1000176,99,2014/10/11 19:03,760
A47703,1000176,99,2014/10/11 12:12,380
B70557,1000176,99,2014/10/11 12:38,680
B64005,1000176,99,2014/10/11 14:57,2080
D71434,1000176,99,2014/10/11 12:46,1700
B26575,1000176,99,2014/10/11 17:07,1360
D46953,1000176,99,2014/10/11 18:02,1600
C70118,1000176,99,2014/10/11 17:55,1600
B50794,1000176,99,2014/10/11 18:06,680
D74362,1000176,99,2014/10/11 18:44,60
D72035,1000176,99,2014/10/11 15:01,380
B30465,1000176,99,2014/10/11 15:01,380
A28505,1000176,99,2014/10/11 15:03,680
C52292,1000176,99,2014/10/11 15:05,760
D42076,1000176,99,2014/10/11 15:09,2300
E69488,1000176,99,2014/10/11 15:10,1200
B31163,1000176,99,2014/10/11 15:11,800
A45927,1000176,99,2014/10/11 15:34,380
C71297,1000176,99,2014/10/11 15:34,2700
E25684,1000176,99,2014/10/11 13:14,3800
B54530,1000176,99,2014/10/11 12:33,2250
B30062,1000176,99,2014/10/11 16:54,880
D58811,1000176,99,2014/10/11 17:27,3030
C77446,1000176,99,2014/10/11 18:09,600
A45112,1000176,99,2014/10/11 19:57,1460
B45019,1000176,99,2014/10/11 20:01,1180
E49421,1000176,99,2014/10/11 20:32,1600
B30062,1000176,99,2014/10/11 16:04,1060
E77921,1000176,99,2014/10/11 16:06,380
B64077,1000176,99,2014/10/11 16:07,380
E35366,1000176,99,2014/10/11 13:50,650
B71832,1000176,99,2014/10/11 17:24,3200
E66330,1000176,99,2014/10/11 17:44,750
B69309,1000176,99,2014/10/11 17:44,380
CA8482,1000176,99,2014/10/11 19:53,1200
C48127,1000176,99,2014/10/11 19:54,2000
A69185,1000176,99,2014/10/11 20:04,650
E57409,1000176,99,2014/10/11 20:06,1280
D27168,1000176,99,2014/10/11 20:26,1600
C59341,1000176,99,2014/10/11 20:26,1500
E79351,1000176,99,2014/10/11 20:50,1800
B61758,1000176,99,2014/10/11 12:26,2000
D70145,1000176,99,2014/10/11 12:26,380
B76464,1000176,99,2014/10/11 12:26,2000
A48799,1000176,99,2014/10/11 17:42,1380
C55087,1000176,99,2014/10/11 17:43,500
E30716,1000176,99,2014/10/11 19:23,1500
A60943,1000176,99,2014/10/11 12:12,380
D32984,1000176,99,2014/10/11 12:28,380
A51435,1000176,99,2014/10/11 17:35,1700
E44860,1000176,99,2014/10/11 17:36,1780
B78732,1000176,99,2014/10/11 18:35,2380
B58197,1000176,99,2014/10/11 15:12,380
A39744,1000176,99,2014/10/11 15:16,3200
C50193,1000176,99,2014/10/11 12:54,380
D67356,1000176,99,2014/10/11 15:37,1600
D72079,1000176,99,2014/10/11 15:38,4480
B38108,1000176,99,2014/10/11 13:27,380
A64737,1000176,99,2014/10/11 18:15,380
B56245,1000176,99,2014/10/11 18:10,600
A28270,1000176,99,2014/10/11 18:37,1500
D74175,1000176,99,2014/10/11 20:09,1500
C73561,1000176,99,2014/10/11 20:09,1200
C62906,1000176,99,2014/10/11 15:39,1180
E73697,1000176,99,2014/10/11 15:39,400
D67356,1000176,99,2014/10/11 15:40,500
E60894,1000176,99,2014/10/11 15:40,980
D66312,1000176,99,2014/10/11 15:42,2700
C60222,1000176,99,2014/10/11 15:42,700
B45933,1000176,99,2014/10/11 15:43,2300
C66477,1000176,99,2014/10/11 16:09,380
C79746,1000176,99,2014/10/11 16:11,380
B79014,1000176,99,2014/10/11 14:05,1500
B72497,1000176,99,2014/10/11 14:05,550
D65508,1000176,99,2014/10/11 16:58,1500
A58475,1000176,99,2014/10/11 17:29,1980
E67519,1000176,99,2014/10/11 17:44,1200
E69277,1000176,99,2014/10/11 17:49,1800
E57491,1000176,99,2014/10/11 17:51,1250
C66760,1000176,99,2014/10/11 20:16,1300
D32984,1000176,99,2014/10/11 12:29,1200
C73775,1000176,99,2014/10/11 17:33,3280
C65724,1000176,99,2014/10/11 17:42,380
B67265,1000176,99,2014/10/11 18:51,1200
D38045,1000176,99,2014/10/11 14:22,1050
A47345,1000176,99,2014/10/11 14:28,2130
E47549,1000176,99,2014/10/11 14:29,750
D48359,1000176,99,2014/10/11 12:30,2500
A36678,1000176,99,2014/10/11 17:21,1200
B59308,1000176,99,2014/10/11 17:33,380
B77811,1000176,99,2014/10/11 18:05,380
E76024,1000176,99,2014/10/11 18:07,2310
D78492,1000176,99,2014/10/11 18:52,2900
B65301,1000176,99,2014/10/11 21:20,880
A64941,1000176,99,2014/10/11 12:43,2000
E61355,1000176,99,2014/10/11 15:21,800
B64005,1000176,99,2014/10/11 15:24,1960
E72029,1000176,99,2014/10/11 15:25,2300
D25510,1000176,99,2014/10/11 13:01,760
C69099,1000176,99,2014/10/11 13:02,380
A54531,1000176,99,2014/10/11 15:44,3150
C70173,1000176,99,2014/10/11 15:46,2380
E76761,1000176,99,2014/10/11 13:31,500
A35593,1000176,99,2014/10/11 17:27,380
C45999,1000176,99,2014/10/11 18:03,980
B66042,1000176,99,2014/10/11 18:08,2330
A50370,1000176,99,2014/10/11 18:11,1500
E59708,1000176,99,2014/10/11 18:39,1200
A75651,1000176,99,2014/10/11 20:17,1180
E66398,1000176,99,2014/10/11 20:17,1200
A77990,1000176,99,2014/10/11 20:18,2380
C77826,1000176,99,2014/10/11 15:46,380
B48892,1000176,99,2014/10/11 15:47,650
B50537,1000176,99,2014/10/11 15:50,1180
A78324,1000176,99,2014/10/11 16:55,380
A37748,1000176,99,2014/10/11 20:20,2480
B50713,1000176,99,2014/10/11 20:21,1360
C78383,1000176,99,2014/10/11 20:23,1380
A64360,1000176,99,2014/10/11 12:36,2000
A79584,1000176,99,2014/10/11 17:35,1260
E57612,1000176,99,2014/10/11 17:51,1600
E26300,1000176,99,2014/10/11 18:58,2300
E45441,1000176,99,2014/10/11 18:58,2300
B29163,1000176,99,2014/10/11 18:58,680
B29163,1000176,99,2014/10/11 18:58,1500
C76641,1000176,99,2014/10/11 12:31,1200
E46052,1000176,99,2014/10/11 13:03,1550
A34943,1000176,99,2014/10/11 17:25,2280
A77188,1000176,99,2014/10/11 17:33,1500
D38601,1000176,99,2014/10/11 17:41,380
A66406,1000176,99,2014/10/12 9:01,2900
B69837,1000176,99,2014/10/12 16:30,1200
C72761,1000176,99,2014/10/12 13:44,1500
A61477,1000176,99,2014/10/12 14:12,1200
E71048,1000176,99,2014/10/12 14:17,2000
A66585,1000176,99,2014/10/12 14:26,1500
C56398,1000176,99,2014/10/12 14:25,1600
E75541,1000176,99,2014/10/12 14:29,3040
C53337,1000176,99,2014/10/12 15:34,1200
A70894,1000176,99,2014/10/12 15:34,1200
E51594,1000176,99,2014/10/12 12:50,880
C39734,1000176,99,2014/10/12 16:05,380
D73244,1000176,99,2014/10/12 15:19,3540
B75572,1000176,99,2014/10/12 15:21,4200
D78213,1000176,99,2014/10/12 15:22,800
E77150,1000176,99,2014/10/12 12:50,2000
B55626,1000176,99,2014/10/12 15:06,380
B53691,1000176,99,2014/10/12 15:08,3400
C54785,1000176,99,2014/10/12 16:06,2400
C57095,1000176,99,2014/10/12 16:10,1380
A76200,1000176,99,2014/10/12 9:05,2300
C72761,1000176,99,2014/10/12 13:45,680
A49717,1000176,99,2014/10/12 12:48,2300
C76641,1000176,99,2014/10/12 12:49,2400
A79423,1000176,99,2014/10/12 14:50,1700
A61058,1000176,99,2014/10/12 15:14,1600
D53367,1000176,99,2014/10/12 15:16,4600
A42028,1000176,99,2014/10/12 15:52,1500
D45328,1000176,99,2014/10/12 13:23,380
B75148,1000176,99,2014/10/12 13:26,880
C31673,1000176,99,2014/10/12 13:50,3400
A33143,1000176,99,2014/10/12 13:52,1200
B66889,1000176,99,2014/10/12 14:33,980
D61413,1000176,99,2014/10/12 14:39,5180
C25324,1000176,99,2014/10/12 14:52,2300
E72124,1000176,99,2014/10/12 15:03,1700
E49594,1000176,99,2014/10/12 15:05,3060
A45927,1000176,99,2014/10/12 15:56,1500
D62318,1000176,99,2014/10/12 15:56,1200
A40609,1000176,99,2014/10/12 15:58,2560
D38601,1000176,99,2014/10/12 15:59,380
A72984,1000176,99,2014/10/12 13:31,1200
E74327,1000176,99,2014/10/12 13:32,380
C65181,1000176,99,2014/10/12 13:32,380
C23224,1000176,99,2014/10/12 13:37,3700
C41718,1000176,99,2014/10/12 13:40,3100
D60814,1000176,99,2014/10/12 16:32,380
B79724,1000176,99,2014/10/12 16:33,2080
C76641,1000176,99,2014/10/12 14:41,750
C49259,1000176,99,2014/10/12 14:47,2580
D29378,1000176,99,2014/10/12 15:29,1700
D68237,1000176,99,2014/10/12 15:47,3100
E50716,1000176,99,2014/10/12 15:49,3600
B61758,1000176,99,2014/10/12 16:44,1280
D53113,1000176,99,2014/10/12 12:52,380
E76766,1000176,99,2014/10/12 14:11,380
E71048,1000176,99,2014/10/12 14:22,680
A72818,1000176,99,2014/10/12 14:25,1600
D48891,1000176,99,2014/10/12 13:02,2780
A78067,1000176,99,2014/10/12 13:08,760
A71587,1000176,99,2014/10/12 13:09,3100
C60180,1000176,99,2014/10/12 13:11,1700
E47332,1000176,99,2014/10/12 13:12,380
D48891,1000176,99,2014/10/12 13:08,1260
B46764,1000176,99,2014/10/12 13:15,2360
C34695,1000176,99,2014/10/12 16:22,1500
B61758,1000176,99,2014/10/12 16:53,1200
D50107,1000176,99,2014/10/12 17:59,680
B45018,1000176,99,2014/10/12 18:11,880
C66760,1000176,99,2014/10/12 16:52,1400
D68237,1000176,99,2014/10/12 16:55,760
E21491,1000176,99,2014/10/12 18:18,240
C31708,1000176,99,2014/10/12 18:19,880
A76520,1000176,99,2014/10/12 18:38,2000
E72359,1000176,99,2014/10/12 19:12,1600
B67265,1000176,99,2014/10/12 19:22,650
B68466,1000176,99,2014/10/12 19:31,1900
C46441,1000176,99,2014/10/12 18:41,880
A66832,1000176,99,2014/10/12 18:47,1350
E21491,1000176,99,2014/10/12 18:16,3340
A62423,1000176,99,2014/10/12 18:49,980
B55626,1000176,99,2014/10/12 18:52,600
E63533,1000176,99,2014/10/12 17:26,880
B26575,1000176,99,2014/10/12 18:31,4780
A44412,1000176,99,2014/10/12 18:58,3200
D72122,1000176,99,2014/10/12 18:58,1280
B62601,1000176,99,2014/10/12 19:08,1200
C44578,1000176,99,2014/10/12 19:42,750
B26575,1000176,99,2014/10/12 18:06,680
C63543,1000176,99,2014/10/12 20:09,1900
B48702,1000176,99,2014/10/13 9:35,750
D42119,1000176,99,2014/10/13 10:16,380
C59012,1000176,99,2014/10/13 9:26,580
D61388,1000176,99,2014/10/13 9:41,2000
B70557,1000176,99,2014/10/13 9:13,2000
E69739,1000176,99,2014/10/13 9:12,750
C72797,1000176,99,2014/10/13 8:34,450
B79177,1000176,99,2014/10/13 7:57,2000
D31531,1000176,99,2014/10/13 9:09,2000
B55230,1000176,99,2014/10/13 9:43,400
A42455,1000176,99,2014/10/13 9:30,2180
A53103,1000176,99,2014/10/13 8:56,900
A79685,1000176,99,2014/10/13 9:28,2650
D23792,1000176,99,2014/10/13 9:30,1200
C70716,1000176,99,2014/10/13 9:16,3200
A42455,1000176,99,2014/10/13 9:31,1980
B70557,1000176,99,2014/10/13 9:19,750
D32084,1000176,99,2014/10/13 8:00,400
E78418,1000176,99,2014/10/13 9:31,600
C59863,1000176,99,2014/10/13 9:32,720
C59012,1000176,99,2014/10/13 9:33,600
D54541,1000176,99,2014/10/13 9:00,1500
C57525,1000176,99,2014/10/13 11:50,380
D48891,1000176,99,2014/10/13 12:23,380
E28800,1000176,99,2014/10/13 15:44,2280
C63435,1000176,99,2014/10/13 15:44,750
D67048,1000176,99,2014/10/13 17:23,3200
B77175,1000176,99,2014/10/13 11:39,1200
E75248,1000176,99,2014/10/13 11:44,600
C52292,1000176,99,2014/10/13 11:54,2750
D32700,1000176,99,2014/10/13 13:43,900
E63763,1000176,99,2014/10/13 12:35,1200
B61902,1000176,99,2014/10/13 12:35,750
D61741,1000176,99,2014/10/13 12:44,200
A77593,1000176,99,2014/10/13 12:18,1700
D47315,1000176,99,2014/10/13 16:38,1280
B66377,1000176,99,2014/10/13 13:51,4960
E73855,1000176,99,2014/10/13 13:51,2160
B39718,1000176,99,2014/10/13 12:13,380
A65611,1000176,99,2014/10/13 15:28,1200
A59335,1000176,99,2014/10/13 16:45,1200
D56071,1000176,99,2014/10/13 16:58,3420
B67943,1000176,99,2014/10/13 17:16,850
A19609,1000176,99,2014/10/13 17:10,600
A57851,1000176,99,2014/10/13 17:49,1180
A56066,1000176,99,2014/10/13 17:41,2760
B64512,1000176,99,2014/10/13 11:19,500
D66657,1000176,99,2014/10/13 11:43,2930
E49242,1000176,99,2014/10/13 12:16,1700
E52334,1000176,99,2014/10/13 15:32,980
E63293,1000176,99,2014/10/13 15:32,380
A49264,1000176,99,2014/10/13 13:12,1500
C45625,1000176,99,2014/10/13 16:10,1550
D79534,1000176,99,2014/10/13 16:18,2000
C13379,1000176,99,2014/10/13 17:55,1500
D70471,1000176,99,2014/10/13 17:46,2480
E72848,1000176,99,2014/10/13 13:19,2000
D73580,1000176,99,2014/10/13 12:17,1700
C67825,1000176,99,2014/10/13 15:46,760
D51010,1000176,99,2014/10/13 15:47,1700
D32994,1000176,99,2014/10/13 15:49,3200
E32894,1000176,99,2014/10/13 15:49,1700
B38108,1000176,99,2014/10/13 15:50,380
C74211,1000176,99,2014/10/13 15:50,380
E51797,1000176,99,2014/10/13 15:50,900
A78021,1000176,99,2014/10/13 15:52,2080
E74956,1000176,99,2014/10/13 16:52,1200
E68348,1000176,99,2014/10/13 16:56,880
A75902,1000176,99,2014/10/13 17:16,750
E69916,1000176,99,2014/10/13 17:42,380
B68945,1000176,99,2014/10/13 17:56,1500
E76652,1000176,99,2014/10/13 17:43,880
B31046,1000176,99,2014/10/13 21:01,2000
A47544,1000176,99,2014/10/13 18:39,4000
E31572,1000176,99,2014/10/13 11:52,680
E56752,1000176,99,2014/10/13 13:24,3200
B39878,1000176,99,2014/10/13 14:05,1200
D76317,1000176,99,2014/10/13 14:07,380
B67556,1000176,99,2014/10/13 12:26,1080
D64369,1000176,99,2014/10/13 16:36,780
C62465,1000176,99,2014/10/13 16:43,1250
B64077,1000176,99,2014/10/13 17:16,1360
C25324,1000176,99,2014/10/13 18:42,2400
B14978,1000176,99,2014/10/13 18:44,1500
B70400,1000176,99,2014/10/13 21:10,400
B55786,1000176,99,2014/10/13 21:12,1200
E63135,1000176,99,2014/10/13 21:13,880
D52211,1000176,99,2014/10/13 21:14,1600
A71036,1000176,99,2014/10/13 21:15,3180
D37814,1000176,99,2014/10/13 18:56,1780
C38038,1000176,99,2014/10/13 18:58,1200
D45155,1000176,99,2014/10/13 18:19,1600
D75674,1000176,99,2014/10/13 18:18,900
B70557,1000176,99,2014/10/13 12:11,1800
C31071,1000176,99,2014/10/13 15:54,380
B42868,1000176,99,2014/10/13 15:57,2800
A25869,1000176,99,2014/10/13 15:59,380
E76263,1000176,99,2014/10/13 15:59,380
B70504,1000176,99,2014/10/13 15:59,380
E62344,1000176,99,2014/10/13 14:20,3500
D57131,1000176,99,2014/10/13 14:21,3300
D47841,1000176,99,2014/10/13 14:50,3080
E51566,1000176,99,2014/10/13 14:59,1500
B50850,1000176,99,2014/10/13 15:01,1500
E44289,1000176,99,2014/10/13 16:50,1200
A49619,1000176,99,2014/10/13 17:08,880
A41868,1000176,99,2014/10/13 11:49,1200
D79653,1000176,99,2014/10/13 11:57,600
B27929,1000176,99,2014/10/13 15:08,3580
D79658,1000176,99,2014/10/13 12:16,2000
B79724,1000176,99,2014/10/13 15:35,1300
B78732,1000176,99,2014/10/13 15:35,1800
A35423,1000176,99,2014/10/13 16:11,750
D36447,1000176,99,2014/10/13 17:32,2380
D28232,1000176,99,2014/10/13 12:07,2000
C73307,1000176,99,2014/10/13 15:38,1150
C28024,1000176,99,2014/10/13 12:17,750
C38038,1000176,99,2014/10/13 16:32,1580
D63224,1000176,99,2014/10/13 17:41,1380
D73287,1000176,99,2014/10/13 17:24,2000
E76296,1000176,99,2014/10/13 17:22,680
B79014,1000176,99,2014/10/13 13:28,1500
D37377,1000176,99,2014/10/13 13:28,1700
D71434,1000176,99,2014/10/13 12:33,1700
E71447,1000176,99,2014/10/13 12:26,1050
A36905,1000176,99,2014/10/13 16:56,1130
D17204,1000176,99,2014/10/13 17:14,1180
D33358,1000176,99,2014/10/13 17:30,1600
E18038,1000176,99,2014/10/13 17:27,2960
E60259,1000176,99,2014/10/13 17:25,380
D43509,1000176,99,2014/10/13 14:31,1700
A68718,1000176,99,2014/10/13 15:09,1520
A69620,1000176,99,2014/10/13 15:13,580
E76441,1000176,99,2014/10/13 15:14,1000
A52717,1000176,99,2014/10/13 17:25,380
A64360,1000176,99,2014/10/13 11:14,1200
A28270,1000176,99,2014/10/13 11:56,1200
C54405,1000176,99,2014/10/13 15:16,600
E75585,1000176,99,2014/10/13 15:15,1600
A35423,1000176,99,2014/10/13 15:16,1200
C72667,1000176,99,2014/10/13 15:17,680
D78974,1000176,99,2014/10/13 15:18,380
C73060,1000176,99,2014/10/13 15:17,760
C73060,1000176,99,2014/10/13 15:18,1700
E53202,1000176,99,2014/10/13 15:38,1200
A67237,1000176,99,2014/10/13 15:39,380
A77837,1000176,99,2014/10/13 15:39,1200
D17204,1000176,99,2014/10/13 16:14,1200
E55570,1000176,99,2014/10/13 16:14,1200
D43509,1000176,99,2014/10/13 16:15,2900
E66537,1000176,99,2014/10/13 16:57,1350
C45455,1000176,99,2014/10/13 17:48,1500
B79401,1000176,99,2014/10/13 11:33,2000
A72984,1000176,99,2014/10/13 11:50,3200
C69099,1000176,99,2014/10/13 12:07,380
C35828,1000176,99,2014/10/13 12:23,2000
C78804,1000176,99,2014/10/13 15:41,380
B66410,1000176,99,2014/10/13 15:40,380
A76310,1000176,99,2014/10/13 16:15,1470
A41044,1000176,99,2014/10/13 16:55,2480
E76789,1000176,99,2014/10/13 17:01,380
A56708,1000176,99,2014/10/13 17:20,1250
C19546,1000176,99,2014/10/13 11:38,1200
B62975,1000176,99,2014/10/13 11:38,600
A41868,1000176,99,2014/10/13 13:35,1200
B62944,1000176,99,2014/10/13 16:37,1600
D74502,1000176,99,2014/10/13 17:39,2740
A64676,1000176,99,2014/10/13 17:51,1730
C69099,1000176,99,2014/10/13 12:09,780
A72418,1000176,99,2014/10/13 13:39,2000
A68848,1000176,99,2014/10/13 12:13,380
C26995,1000176,99,2014/10/13 14:34,2900
D66714,1000176,99,2014/10/13 15:19,750
A79068,1000176,99,2014/10/13 15:23,400
B78665,1000176,99,2014/10/13 15:23,760
C23224,1000176,99,2014/10/13 17:51,1200
E61991,1000176,99,2014/10/13 11:41,1760
C26964,1000176,99,2014/10/13 12:05,1700
A33536,1000176,99,2014/10/13 12:03,380
D57617,1000176,99,2014/10/13 15:26,700
C71800,1000176,99,2014/10/13 15:26,380
C42005,1000176,99,2014/10/13 15:26,300
D46953,1000176,99,2014/10/13 12:57,1200
E64200,1000176,99,2014/10/13 15:41,1600
C63435,1000176,99,2014/10/13 15:41,380
A68004,1000176,99,2014/10/13 15:41,380
